Sample,OD600,Time_s
P23.D7_noMC,0.1257,0
P23.D7_noMC,0.1184,927.268
P23.D7_noMC,0.1196,1859.687
P23.D7_noMC,0.1248,2792.16
P23.D7_noMC,0.1292,3724.632
P23.D7_noMC,0.1326,4657.102
P23.D7_noMC,0.1376,5589.631
P23.D7_noMC,0.149,6522.193
P23.D7_noMC,0.1616,7454.487
P23.D7_noMC,0.1839,8386.937
P23.D7_noMC,0.1975,9319.439
P23.D7_noMC,0.231,10251.889
P23.D7_noMC,0.251,11184.439
P23.D7_noMC,0.268,12116.883
P23.D7_noMC,0.2895,13049.281
P23.D7_noMC,0.3177,13981.655
P23.D7_noMC,0.324,14914.142
P23.D7_noMC,0.3369,15846.702
P23.D7_noMC,0.3516,16779.28
P23.D7_noMC,0.3696,17711.855
P23.D7_noMC,0.3777,18644.329
P23.D7_noMC,0.3947,19576.844
P23.D7_noMC,0.4047,20509.373
P23.D7_noMC,0.4178,21441.922
P23.D7_noMC,0.4343,22374.504
P23.D7_noMC,0.4422,23307.015
P23.D7_noMC,0.4622,24239.47
P23.D7_noMC,0.4658,25171.902
P23.D7_noMC,0.47,26104.468
P23.D7_noMC,0.4922,27037.057
P23.D7_noMC,0.5095,27969.65
P23.D7_noMC,0.5127,28902.088
P23.D7_noMC,0.524,29834.682
P23.D7_noMC,0.5419,30767.242
P23.D7_noMC,0.5446,31699.776
P23.D7_noMC,0.5552,32632.176
P23.D7_noMC,0.5615,33564.472
P23.D7_noMC,0.5652,34496.941
P23.D7_noMC,0.5728,35429.418
P23.D7_noMC,0.5747,36361.963
P23.D7_noMC,0.5833,37294.415
P23.D7_noMC,0.581,38226.892
P23.D7_noMC,0.5866,39159.364
P23.D7_noMC,0.5925,40091.808
P23.D7_noMC,0.5826,41024.249
P23.D7_noMC,0.5797,41956.683
P23.D7_noMC,0.59,42889.133
P23.D7_noMC,0.5884,43821.583
P23.D7_noMC,0.6054,44754.073
P23.D7_noMC,0.6172,45686.536
P23.D7_noMC,0.6185,46618.992
P23.D7_noMC,0.6191,47551.547
P23.D7_noMC,0.6179,48483.921
P23.D7_noMC,0.6193,49416.364
P23.D7_noMC,0.6194,50348.834
P23.D7_noMC,0.6193,51281.358
P23.D7_noMC,0.6212,52213.762
P23.D7_noMC,0.6235,53146.312
P23.D7_noMC,0.6223,54078.693
P23.D7_noMC,0.6243,55011.144
P23.D7_noMC,0.6248,55943.634
P23.D7_noMC,0.6276,56876.186
P23.D7_noMC,0.6286,57808.624
P23.D7_noMC,0.6288,58741.026
P23.D7_noMC,0.6313,59673.323
P23.D7_noMC,0.6314,60605.752
P23.D7_noMC,0.6339,61538.212
P23.D7_noMC,0.635,62470.619
P23.D7_noMC,0.6365,63403.101
P23.D7_noMC,0.6391,64335.647
P23.D7_noMC,0.6405,65268.122
P23.D7_noMC,0.6417,66200.595
P23.D7_noMC,0.6453,67133.085
P23.D7_noMC,0.6466,68065.552
P23.D7_noMC,0.648,68998.018
P23.D7_noMC,0.65,69930.555
P23.D7_noMC,0.6531,70863.021
P23.D7_noMC,0.6549,71795.421
P23.D7_noMC,0.6554,72727.925
P23.D7_noMC,0.6576,73660.508
P23.D7_MC,0.1206,0
P23.D7_MC,0.1232,927.268
P23.D7_MC,0.1184,1859.687
P23.D7_MC,0.1217,2792.16
P23.D7_MC,0.1269,3724.632
P23.D7_MC,0.131,4657.102
P23.D7_MC,0.1389,5589.631
P23.D7_MC,0.1505,6522.193
P23.D7_MC,0.1637,7454.487
P23.D7_MC,0.1787,8386.937
P23.D7_MC,0.192,9319.439
P23.D7_MC,0.2072,10251.889
P23.D7_MC,0.2237,11184.439
P23.D7_MC,0.2406,12116.883
P23.D7_MC,0.2555,13049.281
P23.D7_MC,0.268,13981.655
P23.D7_MC,0.2768,14914.142
P23.D7_MC,0.2928,15846.702
P23.D7_MC,0.3089,16779.28
P23.D7_MC,0.3184,17711.855
P23.D7_MC,0.3236,18644.329
P23.D7_MC,0.3311,19576.844
P23.D7_MC,0.3455,20509.373
P23.D7_MC,0.3586,21441.922
P23.D7_MC,0.3694,22374.504
P23.D7_MC,0.3747,23307.015
P23.D7_MC,0.387,24239.47
P23.D7_MC,0.389,25171.902
P23.D7_MC,0.3983,26104.468
P23.D7_MC,0.4309,27037.057
P23.D7_MC,0.4465,27969.65
P23.D7_MC,0.4547,28902.088
P23.D7_MC,0.4565,29834.682
P23.D7_MC,0.4677,30767.242
P23.D7_MC,0.4756,31699.776
P23.D7_MC,0.494,32632.176
P23.D7_MC,0.4955,33564.472
P23.D7_MC,0.5035,34496.941
P23.D7_MC,0.5212,35429.418
P23.D7_MC,0.5239,36361.963
P23.D7_MC,0.5334,37294.415
P23.D7_MC,0.5305,38226.892
P23.D7_MC,0.5276,39159.364
P23.D7_MC,0.5338,40091.808
P23.D7_MC,0.5328,41024.249
P23.D7_MC,0.5359,41956.683
P23.D7_MC,0.5386,42889.133
P23.D7_MC,0.5456,43821.583
P23.D7_MC,0.5484,44754.073
P23.D7_MC,0.5527,45686.536
P23.D7_MC,0.5602,46618.992
P23.D7_MC,0.5629,47551.547
P23.D7_MC,0.5672,48483.921
P23.D7_MC,0.5759,49416.364
P23.D7_MC,0.5656,50348.834
P23.D7_MC,0.5757,51281.358
P23.D7_MC,0.571,52213.762
P23.D7_MC,0.5701,53146.312
P23.D7_MC,0.5678,54078.693
P23.D7_MC,0.5707,55011.144
P23.D7_MC,0.5707,55943.634
P23.D7_MC,0.5714,56876.186
P23.D7_MC,0.5695,57808.624
P23.D7_MC,0.5716,58741.026
P23.D7_MC,0.5679,59673.323
P23.D7_MC,0.5619,60605.752
P23.D7_MC,0.5651,61538.212
P23.D7_MC,0.5593,62470.619
P23.D7_MC,0.5589,63403.101
P23.D7_MC,0.5572,64335.647
P23.D7_MC,0.5528,65268.122
P23.D7_MC,0.5539,66200.595
P23.D7_MC,0.5494,67133.085
P23.D7_MC,0.5485,68065.552
P23.D7_MC,0.5471,68998.018
P23.D7_MC,0.5464,69930.555
P23.D7_MC,0.5398,70863.021
P23.D7_MC,0.5429,71795.421
P23.D7_MC,0.5377,72727.925
P23.D7_MC,0.5394,73660.508
P23.D7_MC,0.1266,0
P23.D7_MC,0.1289,927.268
P23.D7_MC,0.1213,1859.687
P23.D7_MC,0.124,2792.16
P23.D7_MC,0.1289,3724.632
P23.D7_MC,0.1336,4657.102
P23.D7_MC,0.1401,5589.631
P23.D7_MC,0.1495,6522.193
P23.D7_MC,0.1612,7454.487
P23.D7_MC,0.1742,8386.937
P23.D7_MC,0.1886,9319.439
P23.D7_MC,0.2027,10251.889
P23.D7_MC,0.2174,11184.439
P23.D7_MC,0.2362,12116.883
P23.D7_MC,0.2516,13049.281
P23.D7_MC,0.2634,13981.655
P23.D7_MC,0.2738,14914.142
P23.D7_MC,0.2802,15846.702
P23.D7_MC,0.2953,16779.28
P23.D7_MC,0.3168,17711.855
P23.D7_MC,0.3205,18644.329
P23.D7_MC,0.3268,19576.844
P23.D7_MC,0.3334,20509.373
P23.D7_MC,0.3427,21441.922
P23.D7_MC,0.3425,22374.504
P23.D7_MC,0.3728,23307.015
P23.D7_MC,0.3686,24239.47
P23.D7_MC,0.3905,25171.902
P23.D7_MC,0.39,26104.468
P23.D7_MC,0.4145,27037.057
P23.D7_MC,0.4417,27969.65
P23.D7_MC,0.4319,28902.088
P23.D7_MC,0.4481,29834.682
P23.D7_MC,0.4532,30767.242
P23.D7_MC,0.4635,31699.776
P23.D7_MC,0.4669,32632.176
P23.D7_MC,0.4822,33564.472
P23.D7_MC,0.4913,34496.941
P23.D7_MC,0.5048,35429.418
P23.D7_MC,0.5116,36361.963
P23.D7_MC,0.5261,37294.415
P23.D7_MC,0.5254,38226.892
P23.D7_MC,0.5329,39159.364
P23.D7_MC,0.5439,40091.808
P23.D7_MC,0.549,41024.249
P23.D7_MC,0.5442,41956.683
P23.D7_MC,0.5357,42889.133
P23.D7_MC,0.5373,43821.583
P23.D7_MC,0.5324,44754.073
P23.D7_MC,0.5557,45686.536
P23.D7_MC,0.5496,46618.992
P23.D7_MC,0.5586,47551.547
P23.D7_MC,0.5656,48483.921
P23.D7_MC,0.5677,49416.364
P23.D7_MC,0.5662,50348.834
P23.D7_MC,0.5757,51281.358
P23.D7_MC,0.5722,52213.762
P23.D7_MC,0.578,53146.312
P23.D7_MC,0.5768,54078.693
P23.D7_MC,0.5833,55011.144
P23.D7_MC,0.5797,55943.634
P23.D7_MC,0.5866,56876.186
P23.D7_MC,0.5774,57808.624
P23.D7_MC,0.5834,58741.026
P23.D7_MC,0.5779,59673.323
P23.D7_MC,0.5721,60605.752
P23.D7_MC,0.576,61538.212
P23.D7_MC,0.5703,62470.619
P23.D7_MC,0.5695,63403.101
P23.D7_MC,0.5666,64335.647
P23.D7_MC,0.5629,65268.122
P23.D7_MC,0.5611,66200.595
P23.D7_MC,0.5594,67133.085
P23.D7_MC,0.558,68065.552
P23.D7_MC,0.5562,68998.018
P23.D7_MC,0.5547,69930.555
P23.D7_MC,0.5524,70863.021
P23.D7_MC,0.5504,71795.421
P23.D7_MC,0.5494,72727.925
P23.D7_MC,0.5462,73660.508
P23.D7_MC,0.1204,0
P23.D7_MC,0.1243,927.268
P23.D7_MC,0.1176,1859.687
P23.D7_MC,0.12,2792.16
P23.D7_MC,0.1235,3724.632
P23.D7_MC,0.128,4657.102
P23.D7_MC,0.1338,5589.631
P23.D7_MC,0.1427,6522.193
P23.D7_MC,0.1533,7454.487
P23.D7_MC,0.1661,8386.937
P23.D7_MC,0.1792,9319.439
P23.D7_MC,0.1923,10251.889
P23.D7_MC,0.2065,11184.439
P23.D7_MC,0.2223,12116.883
P23.D7_MC,0.2342,13049.281
P23.D7_MC,0.2517,13981.655
P23.D7_MC,0.2628,14914.142
P23.D7_MC,0.2711,15846.702
P23.D7_MC,0.2872,16779.28
P23.D7_MC,0.3085,17711.855
P23.D7_MC,0.3181,18644.329
P23.D7_MC,0.3295,19576.844
P23.D7_MC,0.3368,20509.373
P23.D7_MC,0.3519,21441.922
P23.D7_MC,0.3626,22374.504
P23.D7_MC,0.3738,23307.015
P23.D7_MC,0.3918,24239.47
P23.D7_MC,0.3849,25171.902
P23.D7_MC,0.4267,26104.468
P23.D7_MC,0.4283,27037.057
P23.D7_MC,0.4368,27969.65
P23.D7_MC,0.4429,28902.088
P23.D7_MC,0.4423,29834.682
P23.D7_MC,0.4561,30767.242
P23.D7_MC,0.4587,31699.776
P23.D7_MC,0.4821,32632.176
P23.D7_MC,0.4851,33564.472
P23.D7_MC,0.4966,34496.941
P23.D7_MC,0.5047,35429.418
P23.D7_MC,0.5103,36361.963
P23.D7_MC,0.5202,37294.415
P23.D7_MC,0.5227,38226.892
P23.D7_MC,0.5276,39159.364
P23.D7_MC,0.5309,40091.808
P23.D7_MC,0.5225,41024.249
P23.D7_MC,0.5068,41956.683
P23.D7_MC,0.5189,42889.133
P23.D7_MC,0.5191,43821.583
P23.D7_MC,0.5287,44754.073
P23.D7_MC,0.5392,45686.536
P23.D7_MC,0.5503,46618.992
P23.D7_MC,0.5506,47551.547
P23.D7_MC,0.5535,48483.921
P23.D7_MC,0.56,49416.364
P23.D7_MC,0.5631,50348.834
P23.D7_MC,0.5693,51281.358
P23.D7_MC,0.5681,52213.762
P23.D7_MC,0.572,53146.312
P23.D7_MC,0.5668,54078.693
P23.D7_MC,0.5714,55011.144
P23.D7_MC,0.5686,55943.634
P23.D7_MC,0.5697,56876.186
P23.D7_MC,0.5688,57808.624
P23.D7_MC,0.567,58741.026
P23.D7_MC,0.5689,59673.323
P23.D7_MC,0.5677,60605.752
P23.D7_MC,0.5692,61538.212
P23.D7_MC,0.5668,62470.619
P23.D7_MC,0.5681,63403.101
P23.D7_MC,0.565,64335.647
P23.D7_MC,0.5648,65268.122
P23.D7_MC,0.5624,66200.595
P23.D7_MC,0.5625,67133.085
P23.D7_MC,0.5618,68065.552
P23.D7_MC,0.5587,68998.018
P23.D7_MC,0.5571,69930.555
P23.D7_MC,0.5533,70863.021
P23.D7_MC,0.5549,71795.421
P23.D7_MC,0.5505,72727.925
P23.D7_MC,0.5486,73660.508
