"","genome_ID","total_n","total_seq_bp","avg_seq_bp","median_seq_bp","N50_bp","min_seq_bp","max_seq_bp"
"618","plate24.B1.pilon.contigs_renamed.fasta",58,5951022,102603.83,367.5,450747,128,1116286
"619","plate24.B3.pilon.contigs_renamed.fasta",71,5981376,84244.73,443,622835,128,849184
"620","plate24.B4.pilon.contigs_renamed.fasta",42,6080766,144780.14,354,603749,128,890017
"621","plate24.B5.pilon.contigs_renamed.fasta",81,5917630,73057.16,8496,197789,128,790971
"622","plate24.B7.pilon.contigs_renamed.fasta",93,5993290,64443.98,16161,171185,128,470726
"623","plate24.B8.pilon.contigs_renamed.fasta",79,5877091,74393.56,27122,194338,128,567724
"624","plate24.B9.pilon.contigs_renamed.fasta",61,5970158,97871.44,39645,248686,128,592449
"625","plate24.C10.pilon.contigs_renamed.fasta",54,5882965,108943.8,45995.5,287599,128,896906
"626","plate24.C11.pilon.contigs_renamed.fasta",49,5972182,121881.27,19710,473826,128,631064
"627","plate24.C12.pilon.contigs_renamed.fasta",46,6061481,131771.33,8511.5,558001,128,848013
"628","plate24.C1.pilon.contigs_renamed.fasta",43,5946558,138292.05,631,640179,128,1206935
"629","plate24.C2.pilon.contigs_renamed.fasta",73,5996565,82144.73,9716,254080,128,642221
"630","plate24.C3.pilon.contigs_renamed.fasta",45,5973730,132749.56,1673,726359,128,1451349
"631","plate24.C4.pilon.contigs_renamed.fasta",29,6077874,209581.86,42947,649612,128,1270251
"634","plate24.C8.pilon.contigs_renamed.fasta",65,5874768,90381.05,48866,195341,128,508073
"635","plate24.C9.pilon.contigs_renamed.fasta",47,6128246,130388.21,42766,334373,128,862720
"636","plate24.D10.pilon.contigs_renamed.fasta",78,5899181,75630.53,455.5,344522,128,816600
"637","plate24.D11.pilon.contigs_renamed.fasta",46,5965570,129686.3,71646.5,262681,128,950047
"638","plate24.D12.pilon.contigs_renamed.fasta",33,6056985,183545,77572,533023,128,863703
"639","plate24.D1.pilon.contigs_renamed.fasta",41,5942882,144948.34,71810,358719,128,643127
"640","plate24.D2.pilon.contigs_renamed.fasta",45,6059832,134662.93,5496,321932,128,1021411
"641","plate24.D3.pilon.contigs_renamed.fasta",56,6014423,107400.41,14654,341188,128,857894
"642","plate24.D4.pilon.contigs_renamed.fasta",29,6073137,209418.52,144125,342939,128,1147735
"645","plate24.D8.pilon.contigs_renamed.fasta",71,5869612,82670.59,47519,171500,128,545066
"646","plate24.D9.pilon.contigs_renamed.fasta",54,6055044,112130.44,77815.5,204478,128,536324
"647","plate24.E10.pilon.contigs_renamed.fasta",58,5967522,102888.31,59444,202088,128,486260
"649","plate24.E12.pilon.contigs_renamed.fasta",40,6059859,151496.48,22327.5,405695,128,1046366
"650","plate24.E1.pilon.contigs_renamed.fasta",36,5943414,165094.83,74621.5,367338,128,1770336
"651","plate24.E2.pilon.contigs_renamed.fasta",41,6057160,147735.61,19664,442503,128,773043
"652","plate24.E3.pilon.contigs_renamed.fasta",46,5974350,129877.17,1801,931218,128,1253282
"653","plate24.E4.pilon.contigs_renamed.fasta",35,6074793,173565.51,122325,408890,128,876650
"656","plate24.E8.pilon.contigs_renamed.fasta",65,5869820,90304.92,48475,198978,128,410836
"657","plate24.E9.pilon.contigs_renamed.fasta",58,6126574,105630.59,73229.5,193629,128,537532
"658","plate24.F10.pilon.contigs_renamed.fasta",127,5925669,46658.81,386,535914,128,1211347
"659","plate24.F11.pilon.contigs_renamed.fasta",61,5967065,97820.74,53838,237141,128,532215
"660","plate24.F12.pilon.contigs_renamed.fasta",32,6057646,189301.44,83264.5,376983,128,1021311
"661","plate24.F1.pilon.contigs_renamed.fasta",34,5943364,174804.82,74619,616684,128,1378224
"662","plate24.F2.pilon.contigs_renamed.fasta",53,5974030,112717.55,3783,462026,128,1004670
"663","plate24.F3.pilon.contigs_renamed.fasta",45,5970980,132688.44,19710,473787,128,1396363
"664","plate24.F4.pilon.contigs_renamed.fasta",50,6074673,121493.46,79323.5,228671,128,720624
"665","plate24.F5.pilon.contigs_renamed.fasta",80,6029561,75369.51,25992.5,162779,128,812429
"667","plate24.F8.pilon.contigs_renamed.fasta",63,5869573,93167.83,48476,195013,128,545003
"668","plate24.F9.pilon.contigs_renamed.fasta",54,5967356,110506.59,54558,287519,128,545047
"669","plate24.G10.pilon.contigs_renamed.fasta",118,5922152,50187.73,365.5,457744,128,1353863
"670","plate24.G11.pilon.contigs_renamed.fasta",60,5968710,99478.5,45987,258014,128,592440
"671","plate24.G12.pilon.contigs_renamed.fasta",37,6058971,163755.97,42972,491872,128,1203162
"672","plate24.G1.pilon.contigs_renamed.fasta",37,5944118,160651.84,33802,551413,128,1320546
"673","plate24.G2.pilon.contigs_renamed.fasta",72,5988873,83178.79,47431,197978,128,546788
"674","plate24.G3.pilon.contigs_renamed.fasta",56,5974970,106695.89,5999,394355,128,664940
"675","plate24.G4.pilon.contigs_renamed.fasta",35,6077067,173630.49,117754,281196,128,889393
"678","plate24.G8.pilon.contigs_renamed.fasta",61,5871498,96254.07,55063,221141,128,434812
"679","plate24.G9.pilon.contigs_renamed.fasta",57,6055153,106230.75,66669,236387,128,484988
"680","plate24.H10.pilon.contigs_renamed.fasta",46,5972470,129836.3,2326.5,725840,128,1253282
"681","plate24.H11.pilon.contigs_renamed.fasta",50,5972413,119448.26,46142,327290,128,771667
"682","plate24.H1.pilon.contigs_renamed.fasta",38,5944550,156435.53,1547.5,623598,128,1770345
"683","plate24.H2.pilon.contigs_renamed.fasta",84,5998573,71411.58,13158.5,243374,128,642221
"684","plate24.H3.pilon.contigs_renamed.fasta",54,5966937,110498.83,58678.5,234661,128,706774
"685","plate24.H4.pilon.contigs_renamed.fasta",26,6075395,233669.04,147243,424939,128,873724
"686","plate24.H5.pilon.contigs_renamed.fasta",61,6029488,98844.07,32989,228705,128,692654
"689","plate24.H8.pilon.contigs_renamed.fasta",49,5871286,119822.16,83452,208870,128,545110
"690","plate24.H9.pilon.contigs_renamed.fasta",37,6129090,165651.08,42748,378590,128,1331215
"691","plate25.A10.pilon.contigs_renamed.fasta",53,5945739,112183.75,52350,268511,128,539052
"692","plate25.A11.pilon.contigs_renamed.fasta",48,5969236,124359.08,61348.5,249983,128,1049598
"694","plate25.A1.pilon.contigs_renamed.fasta",32,5895418,184231.81,56841,622718,128,886269
"695","plate25.A2.pilon.contigs_renamed.fasta",55,5997013,109036.6,20109,371338,128,795044
"696","plate25.A3.pilon.contigs_renamed.fasta",44,5983735,135993.98,51917.5,267071,128,693999
"697","plate25.A4.pilon.contigs_renamed.fasta",45,6076986,135044.13,79471,292922,128,578397
"698","plate25.A5.pilon.contigs_renamed.fasta",19,6074807,319726.68,281437,566948,128,779513
"699","plate25.A7.pilon.contigs_renamed.fasta",34,6129493,180279.21,104262.5,331183,128,666972
"700","plate25.A8.pilon.contigs_renamed.fasta",34,6057523,178162.44,119525,310283,128,820823
"701","plate25.A9.pilon.contigs_renamed.fasta",41,6053856,147655.02,106000,231840,128,496849
"703","plate25.B11.pilon.contigs_renamed.fasta",51,5965987,116980.14,73160,238550,128,570467
"707","plate25.B3.pilon.contigs_renamed.fasta",60,5980503,99675.05,57673.5,197910,128,452252
"709","plate25.B5.pilon.contigs_renamed.fasta",50,6051892,121037.84,77860.5,211320,128,657681
"710","plate25.B7.pilon.contigs_renamed.fasta",55,6125653,111375.51,58497,297825,128,585679
"711","plate25.B8.pilon.contigs_renamed.fasta",53,6054132,114228.91,66889,235299,128,681364
"712","plate25.B9.pilon.contigs_renamed.fasta",55,6053233,110058.78,72624,257212,128,568693
"713","plate25.C10.pilon.contigs_renamed.fasta",52,5943031,114289.06,65415,300735,128,534068
"715","plate25.C12.pilon.contigs_renamed.fasta",35,5871321,167752.03,77373,379921,128,867109
"716","plate25.C1.pilon.contigs_renamed.fasta",43,5895625,137107.56,63443,328349,128,600039
"717","plate25.C2.pilon.contigs_renamed.fasta",37,5941411,160578.68,55564,530508,128,683430
"718","plate25.C3.pilon.contigs_renamed.fasta",55,5981941,108762.56,71670,231287,128,518091
"719","plate25.C4.pilon.contigs_renamed.fasta",42,6075047,144643.98,86996.5,272173,128,890017
"720","plate25.C5.pilon.contigs_renamed.fasta",44,6054074,137592.59,96577.5,271508,128,594352
"721","plate25.C7.pilon.contigs_renamed.fasta",50,6126346,122526.92,67174.5,230829,128,561732
"722","plate25.C8.pilon.contigs_renamed.fasta",27,6074992,224999.7,188008,362219,128,1325122
"723","plate25.C9.pilon.contigs_renamed.fasta",40,6052495,151312.38,88225,313432,128,614979
"724","plate25.D10.pilon.contigs_renamed.fasta",50,5943511,118870.22,76477,212780,128,755222
"725","plate25.D11.pilon.contigs_renamed.fasta",49,5964698,121728.53,59045,308748,128,709679
"726","plate25.D12.pilon.contigs_renamed.fasta",47,5872051,124937.26,50461,260209,128,645830
"729","plate25.D3.pilon.contigs_renamed.fasta",57,5980748,104925.4,63290,231755,128,527303
"731","plate25.D5.pilon.contigs_renamed.fasta",46,6054113,131611.15,90085.5,246849,128,655457
"732","plate25.D7.pilon.contigs_renamed.fasta",63,6054440,96102.22,53364,226349,128,537738
"733","plate25.D8.pilon.contigs_renamed.fasta",39,6057660,155324.62,37762,400829,128,1021118
"734","plate25.D9.pilon.contigs_renamed.fasta",54,6054587,112121.98,65180,240799,128,443189
"735","plate25.E10.pilon.contigs_renamed.fasta",64,5949189,92956.08,31095.5,276308,128,467035
"736","plate25.E11.pilon.contigs_renamed.fasta",48,5965535,124281.98,84923.5,214854,128,660154
"737","plate25.E12.pilon.contigs_renamed.fasta",42,5871731,139803.12,52549,371062,128,880430
"738","plate25.E1.pilon.contigs_renamed.fasta",53,5964660,112540.75,69852,239633,128,570535
"739","plate25.E2.pilon.contigs_renamed.fasta",58,5981847,103135.29,52525.5,231532,128,562550
"740","plate25.E3.pilon.contigs_renamed.fasta",50,5980454,119609.08,86448.5,216454,128,574873
"741","plate25.E4.pilon.contigs_renamed.fasta",46,6074386,132051.87,102760.5,221126,128,607847
"742","plate25.E5.pilon.contigs_renamed.fasta",35,6053499,172957.11,101431,375420,128,658785
"743","plate25.E7.pilon.contigs_renamed.fasta",55,6129680,111448.73,66780,237092,128,655943
"744","plate25.E8.pilon.contigs_renamed.fasta",91,6094283,66970.14,31987,152544,128,553611
"745","plate25.E9.pilon.contigs_renamed.fasta",40,6093830,152345.75,72625.5,320788,128,557566
"746","plate25.F10.pilon.contigs_renamed.fasta",38,5943149,156398.66,89174,338917,128,638170
"747","plate25.F11.pilon.contigs_renamed.fasta",38,5966702,157018.47,75928,396429,128,1063764
"748","plate25.F12.pilon.contigs_renamed.fasta",32,5870849,183464.03,90725.5,545974,128,1031607
"749","plate25.F1.pilon.contigs_renamed.fasta",48,5892173,122753.6,94766.5,213312,128,941233
"750","plate25.F2.pilon.contigs_renamed.fasta",40,5942432,148560.8,80095.5,274500,128,683604
"751","plate25.F3.pilon.contigs_renamed.fasta",49,5984594,122134.57,65095,259782,128,875460
"752","plate25.F4.pilon.contigs_renamed.fasta",42,6070086,144525.86,100145,220081,128,747442
"753","plate25.F5.pilon.contigs_renamed.fasta",42,6056404,144200.1,61946,330711,128,928822
"754","plate25.F7.pilon.contigs_renamed.fasta",53,6126550,115595.28,73293,257219,128,563753
"755","plate25.F8.pilon.contigs_renamed.fasta",45,6058321,134629.36,67393,292512,128,712174
"756","plate25.F9.pilon.contigs_renamed.fasta",32,6056984,189280.75,107037.5,409556,128,1021317
"757","plate25.G10.pilon.contigs_renamed.fasta",47,5944111,126470.45,76782,272784,128,492328
"758","plate25.G11.pilon.contigs_renamed.fasta",29,5964026,205656.07,127068,309855,128,1489429
"759","plate25.G12.pilon.contigs_renamed.fasta",46,5872266,127657.96,49808,398597,128,630207
"760","plate25.G1.pilon.contigs_renamed.fasta",53,5963633,112521.38,48376,295850,128,588415
"761","plate25.G2.pilon.contigs_renamed.fasta",66,5993521,90810.92,33687,194806,128,678864
"762","plate25.G3.pilon.contigs_renamed.fasta",52,5983057,115058.79,72741,231755,128,685080
"763","plate25.G4.pilon.contigs_renamed.fasta",51,6073933,119096.73,50155,192440,128,603450
"764","plate25.G5.pilon.contigs_renamed.fasta",49,6055621,123584.1,54173,292354,128,655605
"765","plate25.G7.pilon.contigs_renamed.fasta",34,6077201,178741.21,93340,342190,128,834215
"766","plate25.G8.pilon.contigs_renamed.fasta",41,6095035,148659.39,91954,271896,128,668011
"767","plate25.G9.pilon.contigs_renamed.fasta",29,6052000,208689.66,115197,476070,128,971153
"768","plate25.H10.pilon.contigs_renamed.fasta",40,5949922,148748.05,76897,519764,128,714674
"769","plate25.H11.pilon.contigs_renamed.fasta",38,5969290,157086.58,33327.5,567196,128,1212710
"770","plate25.H12.pilon.contigs_renamed.fasta",39,5871520,150551.79,50407,610747,128,888469
"771","plate25.H1.pilon.contigs_renamed.fasta",61,5961685,97732.54,62336,209245,128,497555
"772","plate25.H2.pilon.contigs_renamed.fasta",55,5990783,108923.33,49237,280878,128,787746
"773","plate25.H3.pilon.contigs_renamed.fasta",48,5983533,124656.94,42436.5,324780,128,690227
"774","plate25.H4.pilon.contigs_renamed.fasta",23,6075099,264134.74,221118,608614,128,971333
"775","plate25.H5.pilon.contigs_renamed.fasta",24,6072639,253026.62,179636,532682,128,1269753
"776","plate25.H7.pilon.contigs_renamed.fasta",41,6057715,147749.15,35074,376968,128,1021464
"777","plate25.H8.pilon.contigs_renamed.fasta",27,6054215,224230.19,52727,772770,128,1203162
"778","plate25.H9.pilon.contigs_renamed.fasta",34,6056494,178132.18,133976.5,310283,128,597048
"779","plate26.A10.pilon.contigs_renamed.fasta",53,5968509,112613.38,53804,286473,128,659898
"780","plate26.A1.pilon.contigs_renamed.fasta",73,6007875,82299.66,51135,192012,128,653497
"781","plate26.A2.pilon.contigs_renamed.fasta",32,5957110,186159.69,144112.5,334399,128,809874
"782","plate26.A4.pilon.contigs_renamed.fasta",33,6057561,183562.45,42918,405667,128,760072
"783","plate26.A5.pilon.contigs_renamed.fasta",55,5991672,108939.49,2615,467375,128,794866
"784","plate26.A7.pilon.contigs_renamed.fasta",59,5981250,101377.12,65971,196743,128,761573
"785","plate26.A8.pilon.contigs_renamed.fasta",55,5983420,108789.45,33606,231755,128,712980
"786","plate26.A9.pilon.contigs_renamed.fasta",55,5905407,107371.04,68034,195202,128,555525
"787","plate26.B10.pilon.contigs_renamed.fasta",51,5854475,114793.63,61803,197437,128,637051
"788","plate26.B1.pilon.contigs_renamed.fasta",45,5972955,132732.33,1929,630717,128,1084038
"789","plate26.B2.pilon.contigs_renamed.fasta",38,5956938,156761.53,87626.5,261899,128,809874
"791","plate26.B4.pilon.contigs_renamed.fasta",38,5918224,155742.74,72156.5,398667,128,892952
"792","plate26.B5.pilon.contigs_renamed.fasta",42,5982892,142449.81,112790.5,267073,128,593507
"793","plate26.B6.pilon.contigs_renamed.fasta",60,5979811,99663.52,39107.5,231532,128,399953
"797","plate26.C1.pilon.contigs_renamed.fasta",49,5972434,121886.41,4335,495103,128,768646
"798","plate26.C2.pilon.contigs_renamed.fasta",44,5956381,135372.3,78895.5,247668,128,809874
"799","plate26.C3.pilon.contigs_renamed.fasta",49,5918200,120779.59,92794,229127,128,717120
"800","plate26.C4.pilon.contigs_renamed.fasta",53,5979813,112826.66,72536,205739,128,562532
"801","plate26.C5.pilon.contigs_renamed.fasta",41,5982938,145925.32,84176,307338,128,1041079
"802","plate26.C7.pilon.contigs_renamed.fasta",48,5917625,123283.85,81396.5,226179,128,717120
"804","plate26.D1.pilon.contigs_renamed.fasta",48,6014828,125308.92,4786.5,528654,128,961812
"807","plate26.D4.pilon.contigs_renamed.fasta",56,5980130,106788.04,73877,196744,128,503593
"808","plate26.D5.pilon.contigs_renamed.fasta",65,5980267,92004.11,51406,194583,128,562415
"814","plate26.E1.pilon.contigs_renamed.fasta",40,6013216,150330.4,5998.5,725840,128,1451350
"815","plate26.E2.pilon.contigs_renamed.fasta",44,5956549,135376.11,76495.5,242401,128,809874
"816","plate26.E3.pilon.contigs_renamed.fasta",59,5992595,101569.41,31814,317852,128,638388
"817","plate26.E4.pilon.contigs_renamed.fasta",86,5980443,69540.03,36366,167480,128,345783
"818","plate26.E5.pilon.contigs_renamed.fasta",58,5980767,103116.67,59212,307451,128,574714
"819","plate26.E6.pilon.contigs_renamed.fasta",50,5903350,118067,76011.5,197411,128,851500
"824","plate26.F1.pilon.contigs_renamed.fasta",41,5972058,145659.95,7662,800276,128,1253282
"825","plate26.F2.pilon.contigs_renamed.fasta",58,5954690,102667.07,65764,211265,128,809808
"826","plate26.F3.pilon.contigs_renamed.fasta",63,5988303,95052.43,36730,197185,128,755031
"827","plate26.F4.pilon.contigs_renamed.fasta",41,5982486,145914.29,72953,315924,128,998417
"828","plate26.F5.pilon.contigs_renamed.fasta",39,5982627,153400.69,103755,293726,128,666936
"831","plate26.F8.pilon.contigs_renamed.fasta",55,5874524,106809.53,45896,273809,128,606630
"833","plate26.G10.pilon.contigs_renamed.fasta",54,5873739,108772.94,61963,225525,128,459709
"834","plate26.G1.pilon.contigs_renamed.fasta",44,6013289,136665.66,3546.5,961812,128,1173101
"836","plate26.G3.pilon.contigs_renamed.fasta",57,5990975,105104.82,34986,371301,128,781605
"837","plate26.G4.pilon.contigs_renamed.fasta",58,5981844,103135.24,60782,231262,128,659567
"838","plate26.G5.pilon.contigs_renamed.fasta",52,5982728,115052.46,47668.5,255472,128,976285
"839","plate26.G6.pilon.contigs_renamed.fasta",49,5917875,120772.96,46063,404754,128,793668
"840","plate26.G7.pilon.contigs_renamed.fasta",60,5874910,97915.17,39636,232887,128,555720
"841","plate26.G8.pilon.contigs_renamed.fasta",27,5903051,218631.52,156335,335693,128,735797
"843","plate26.H1.pilon.contigs_renamed.fasta",52,6014308,115659.77,11187,592518,128,1025938
"844","plate26.H2.pilon.contigs_renamed.fasta",78,5953743,76330.04,43074,155123,128,494330
"846","plate26.H4.pilon.contigs_renamed.fasta",43,5983975,139162.21,33576,365905,128,717302
"847","plate26.H5.pilon.contigs_renamed.fasta",40,5982203,149555.08,87453,324798,128,875460
"848","plate26.H6.pilon.contigs_renamed.fasta",48,5916668,123263.92,63333.5,310314,128,848512
"849","plate26.H7.pilon.contigs_renamed.fasta",21,5906707,281271.76,239400,484565,128,831597
"850","plate26.H8.pilon.contigs_renamed.fasta",38,6055525,159355.92,11329,828228,128,1277551
"851","plate26.H9.pilon.contigs_renamed.fasta",23,5906081,256786.13,221308,443164,128,901075
"852","plate27.A1.pilon.contigs_renamed.fasta",114,6076913,53306.25,736,220851,128,547703
"853","plate27.A2.pilon.contigs_renamed.fasta",95,6075013,63947.51,737,244386,128,799573
"854","plate27.A3.pilon.contigs_renamed.fasta",96,6079869,63331.97,390.5,357842,128,713439
"855","plate27.A6.pilon.contigs_renamed.fasta",74,6114474,82628.03,5256.5,291117,128,621346
"856","plate27.A7.pilon.contigs_renamed.fasta",89,6119078,68753.69,1971,224951,128,476463
"857","plate27.B1.pilon.contigs_renamed.fasta",80,5891274,73640.93,332.5,502087,128,1185381
"858","plate27.B2.pilon.contigs_renamed.fasta",66,5889157,89229.65,340,695868,128,982584
"859","plate27.B3.pilon.contigs_renamed.fasta",60,5886045,98100.75,367,502093,128,1117763
"860","plate27.B4.pilon.contigs_renamed.fasta",83,6074731,73189.53,1066,283388,128,713219
"861","plate27.B6.pilon.contigs_renamed.fasta",75,6071915,80958.87,1570,297777,128,713439
"862","plate27.B7.pilon.contigs_renamed.fasta",63,6068914,96331.97,3342,362984,128,555165
"863","plate27.C5.pilon.contigs_renamed.fasta",112,6347714,56676.02,419,295904,128,806684
"864","plate27.C6.pilon.contigs_renamed.fasta",38,5911738,155572.05,374.5,647363,128,847505
"866","plate27.D6.pilon.contigs_renamed.fasta",44,6062520,137784.55,5769,363073,128,1240592
"867","plate27.E1.pilon.contigs_renamed.fasta",77,6066298,78783.09,27531,178649,128,389017
"870","plate27.E6.pilon.contigs_renamed.fasta",90,6116115,67956.83,5632.5,206390,128,464612
"872","plate27.F3.pilon.contigs_renamed.fasta",64,6065512,94773.62,45431,244339,128,653636
"874","plate27.F5.pilon.contigs_renamed.fasta",79,6068070,76811.01,30736,191857,128,712603
"875","plate27.F6.pilon.contigs_renamed.fasta",57,6065560,106413.33,22206,244339,128,713226
"877","plate27.G5.pilon.contigs_renamed.fasta",35,5905946,168741.31,130726,318007,128,693358
"878","plate27.G6.pilon.contigs_renamed.fasta",31,5907631,190568.74,47711,408787,128,1316103
"879","plate27.H4.pilon.contigs_renamed.fasta",46,5883345,127898.8,347.5,777547,128,1185381
"880","plate27.H5.pilon.contigs_renamed.fasta",45,6004340,133429.78,69487,310372,128,876695
"881","plate2.A10.pilon.contigs_renamed.fasta",31,6080748,196153.16,284,1437563,128,2740079
"882","plate2.A11.pilon.contigs_renamed.fasta",68,5964577,87714.37,323.5,669298,128,1262872
"883","plate2.A1.pilon.contigs_renamed.fasta",74,6243131,84366.64,7627.5,236668,128,560921
"884","plate2.A2.pilon.contigs_renamed.fasta",83,6242571,75211.7,2415,231511,128,619513
"885","plate2.A5.pilon.contigs_renamed.fasta",45,5947049,132156.64,606,640179,128,1411620
"886","plate2.A6.pilon.contigs_renamed.fasta",48,5946280,123880.83,916,465265,128,1377921
"887","plate2.A7.pilon.contigs_renamed.fasta",52,6131292,117909.46,42573.5,276477,128,492590
"888","plate2.A8.pilon.contigs_renamed.fasta",41,6133140,149588.78,1977,405695,128,1021320
"889","plate2.A9.pilon.contigs_renamed.fasta",44,5952029,135273.39,4498.5,638259,128,1321447
"890","plate2.B10.pilon.contigs_renamed.fasta",36,5966399,165733.31,1663.5,676962,128,1274704
"891","plate2.B1.pilon.contigs_renamed.fasta",57,5936020,104140.7,1663,385432,128,906463
"892","plate2.B2.pilon.contigs_renamed.fasta",46,5939864,129127.48,93978.5,256520,128,580931
"893","plate2.B3.pilon.contigs_renamed.fasta",38,5940130,156319.21,111779.5,351374,128,927336
"894","plate2.B4.pilon.contigs_renamed.fasta",37,5923354,160090.65,513,715367,128,1883590
"895","plate2.B5.pilon.contigs_renamed.fasta",97,6000222,61857.96,403,332599,128,948705
"896","plate2.B6.pilon.contigs_renamed.fasta",61,5875220,96315.08,2019,355725,128,769332
"897","plate2.B7.pilon.contigs_renamed.fasta",28,5973892,213353.29,71391,684109,128,892495
"898","plate2.B8.pilon.contigs_renamed.fasta",29,5920448,204153.38,1987,715367,128,2094251
"899","plate2.B9.pilon.contigs_renamed.fasta",37,5919918,159997.78,78696,427670,128,848640
"900","plate2.C10.pilon.contigs_renamed.fasta",51,5968274,117024.98,1855,378510,128,748379
"901","plate2.C11.pilon.contigs_renamed.fasta",99,5691827,57493.2,317,1119260,128,2638545
"902","plate2.C1.pilon.contigs_renamed.fasta",53,5932879,111941.11,34446,331208,128,689654
"903","plate2.C2.pilon.contigs_renamed.fasta",49,5941662,121258.41,88278,284120,128,567907
"904","plate2.C3.pilon.contigs_renamed.fasta",39,5943315,152392.69,3099,567967,128,1190076
"905","plate2.C4.pilon.contigs_renamed.fasta",119,5979179,50245.2,351,375754,128,766919
"906","plate2.C5.pilon.contigs_renamed.fasta",58,6056684,104425.59,63734,214402,128,811685
"907","plate2.C6.pilon.contigs_renamed.fasta",67,6303271,94078.67,580,373750,128,762854
"908","plate2.C7.pilon.contigs_renamed.fasta",30,5973781,199126.03,150253,474208,128,1218109
"909","plate2.C8.pilon.contigs_renamed.fasta",39,5918076,151745.54,84148,341399,128,717120
"910","plate2.C9.pilon.contigs_renamed.fasta",96,6189321,64472.09,3105.5,164237,128,530962
"911","plate2.D10.pilon.contigs_renamed.fasta",139,6368769,45818.48,373,582875,128,1215560
"912","plate2.D1.pilon.contigs_renamed.fasta",65,5884966,90537.94,670,371549,128,1224267
"913","plate2.D2.pilon.contigs_renamed.fasta",58,5975357,103023.4,2049.5,454675,128,726359
"914","plate2.D3.pilon.contigs_renamed.fasta",36,5873194,163144.28,31964.5,622206,128,1032029
"916","plate2.D5.pilon.contigs_renamed.fasta",48,6112500,127343.75,3970.5,534555,128,786884
"917","plate2.D6.pilon.contigs_renamed.fasta",50,5983516,119670.32,42532,324798,128,690232
"918","plate2.D7.pilon.contigs_renamed.fasta",46,5984506,130097.96,44687,315985,128,875460
"919","plate2.D8.pilon.contigs_renamed.fasta",38,5983438,157458.89,53321,410940,128,875242
"920","plate2.D9.pilon.contigs_renamed.fasta",25,6076136,243045.44,77341,823654,128,1437091
"921","plate2.E10.pilon.contigs_renamed.fasta",82,6932802,84546.37,428.5,355331,128,1329140
"922","plate2.E1.pilon.contigs_renamed.fasta",50,5975099,119501.98,725,587160,128,1451349
"923","plate2.E2.pilon.contigs_renamed.fasta",67,5965204,89032.9,37255,208510,128,572631
"924","plate2.E3.pilon.contigs_renamed.fasta",60,6054952,100915.87,49644.5,214767,128,450829
"925","plate2.E4.pilon.contigs_renamed.fasta",62,4706160,75905.81,319,654938,128,1721075
"926","plate2.E6.pilon.contigs_renamed.fasta",54,5979264,110727.11,69654,231532,128,503623
"927","plate2.E7.pilon.contigs_renamed.fasta",87,5994130,68898.05,637,231755,128,465385
"928","plate2.E8.pilon.contigs_renamed.fasta",53,5984023,112906.09,65116,231755,128,520007
"929","plate2.E9.pilon.contigs_renamed.fasta",46,5982899,130063.02,72288,276479,128,677553
"930","plate2.F10.pilon.contigs_renamed.fasta",48,5975199,124483.31,892,592518,128,1253282
"931","plate2.F11.pilon.contigs_renamed.fasta",64,5980404,93443.81,357.5,726359,128,1451348
"932","plate2.F12.pilon.contigs_renamed.fasta",51,5976443,117185.16,290,1386342,128,2507198
"933","plate2.F1.pilon.contigs_renamed.fasta",155,5461534,35235.7,355,306087,128,760847
"934","plate2.F2.pilon.contigs_renamed.fasta",70,5990310,85575.86,50763,229312,128,449277
"935","plate2.F3.pilon.contigs_renamed.fasta",72,5995390,83269.31,23991.5,224366,128,642221
"936","plate2.F4.pilon.contigs_renamed.fasta",52,5973979,114884.21,2597,569526,128,1543644
"937","plate2.F5.pilon.contigs_renamed.fasta",51,5967156,117003.06,62917,296939,128,701344
"938","plate2.F8.pilon.contigs_renamed.fasta",29,6077999,209586.17,148877,650991,128,922439
"939","plate2.F9.pilon.contigs_renamed.fasta",37,5966161,161247.59,83015,355316,128,668165
"941","plate2.G1.pilon.contigs_renamed.fasta",75,4656719,62089.59,338,351228,128,702564
"942","plate2.G2.pilon.contigs_renamed.fasta",61,6148722,100798.72,1824,614258,128,1227461
"944","plate2.G4.pilon.contigs_renamed.fasta",61,6141774,100684.82,1987,432654,128,980097
"946","plate2.G6.pilon.contigs_renamed.fasta",77,5875261,76302.09,19971,218053,128,437967
"947","plate2.G7.pilon.contigs_renamed.fasta",64,6055946,94624.16,56671,181908,128,377513
"948","plate2.G8.pilon.contigs_renamed.fasta",58,6056585,104423.88,71277.5,182578,128,634255
"949","plate2.G9.pilon.contigs_renamed.fasta",67,6583423,98260.04,55868,224413,128,631798
"951","plate2.H1.pilon.contigs_renamed.fasta",132,5952421,45094.1,466,279815,128,759054
"952","plate2.H2.pilon.contigs_renamed.fasta",111,4546610,40960.45,400,166913,128,304261
"953","plate2.H4.pilon.contigs_renamed.fasta",31,6085514,196306.9,513,971353,128,1130090
"954","plate2.H5.pilon.contigs_renamed.fasta",50,6138217,122764.34,28499,414670,128,999597
"955","plate2.H6.pilon.contigs_renamed.fasta",82,5856087,71415.7,3857,273862,128,723950
"956","plate2.H7.pilon.contigs_renamed.fasta",38,6061428,159511.26,58384,352449,128,781150
"957","plate2.H8.pilon.contigs_renamed.fasta",46,6058908,131715.39,91640.5,250360,128,778206
"958","plate2.H9.pilon.contigs_renamed.fasta",70,6592701,94181.44,1372,318046,128,829209
